,reaction_id,min_flux,max_flux
Gb1bin43_TF_ala_L_glu__L_e_Gb1bin43_C_e,Gb1bin43_TF_ala_L_glu__L_e_Gb1bin43_C_e,-256.66352644642853,0.0
Gb1bin43_TF_ala__L_e_Gb1bin43_C_e,Gb1bin43_TF_ala__L_e_Gb1bin43_C_e,-326.66267002272735,0.0
Gb1bin43_TF_alaala_e_Gb1bin43_C_e,Gb1bin43_TF_alaala_e_Gb1bin43_C_e,-0.1,0.0
Gb1bin43_TF_arg__L_e_Gb1bin43_C_e,Gb1bin43_TF_arg__L_e_Gb1bin43_C_e,-359.5564252249999,147.85292273195873
Gb1bin43_TF_btd_RR_e_Gb1bin43_C_e,Gb1bin43_TF_btd_RR_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_bz_e_Gb1bin43_C_e,Gb1bin43_TF_bz_e_Gb1bin43_C_e,-0.0001,289.8825016153845
Gb1bin43_TF_ca2_e_Gb1bin43_C_e,Gb1bin43_TF_ca2_e_Gb1bin43_C_e,-0.005205,0.0
Gb1bin43_TF_cgly_e_Gb1bin43_C_e,Gb1bin43_TF_cgly_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_chols_e_Gb1bin43_C_e,Gb1bin43_TF_chols_e_Gb1bin43_C_e,-410.58358082857137,0.0
Gb1bin43_TF_chor_e_Gb1bin43_C_e,Gb1bin43_TF_chor_e_Gb1bin43_C_e,-898.3791855624996,0.0
Gb1bin43_TF_cl_e_Gb1bin43_C_e,Gb1bin43_TF_cl_e_Gb1bin43_C_e,-0.005205,0.0
Gb1bin43_TF_co2_e_Gb1bin43_C_e,Gb1bin43_TF_co2_e_Gb1bin43_C_e,0.0,1000.0
Gb1bin43_TF_co_e_Gb1bin43_C_e,Gb1bin43_TF_co_e_Gb1bin43_C_e,-898.1522830624997,0.0
Gb1bin43_TF_coa_e_Gb1bin43_C_e,Gb1bin43_TF_coa_e_Gb1bin43_C_e,-0.0005759999996826082,48.90229165306107
Gb1bin43_TF_cobalt2_e_Gb1bin43_C_e,Gb1bin43_TF_cobalt2_e_Gb1bin43_C_e,-0.0001,0.0
Gb1bin43_TF_creat_e_Gb1bin43_C_e,Gb1bin43_TF_creat_e_Gb1bin43_C_e,-922.6058156666663,0.0
Gb1bin43_TF_cu2_e_Gb1bin43_C_e,Gb1bin43_TF_cu2_e_Gb1bin43_C_e,-0.000709,0.0
Gb1bin43_TF_cyan_e_Gb1bin43_C_e,Gb1bin43_TF_cyan_e_Gb1bin43_C_e,-513.2294760357141,0.0
Gb1bin43_TF_d23hb_e_Gb1bin43_C_e,Gb1bin43_TF_d23hb_e_Gb1bin43_C_e,0.0,898.3223425624997
Gb1bin43_TF_dca_e_Gb1bin43_C_e,Gb1bin43_TF_dca_e_Gb1bin43_C_e,-256.61473801785723,0.0
Gb1bin43_TF_ddca_e_Gb1bin43_C_e,Gb1bin43_TF_ddca_e_Gb1bin43_C_e,-256.6147380178569,0.0
Gb1bin43_TF_diact_e_Gb1bin43_C_e,Gb1bin43_TF_diact_e_Gb1bin43_C_e,-1000.0,0.0
Gb1bin43_TF_fad_e_Gb1bin43_C_e,Gb1bin43_TF_fad_e_Gb1bin43_C_e,0.0,42.89940480298508
Gb1bin43_TF_fe3_e_Gb1bin43_C_e,Gb1bin43_TF_fe3_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_fe3pyovd_kt_e_Gb1bin43_C_e,Gb1bin43_TF_fe3pyovd_kt_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_fmn_e_Gb1bin43_C_e,Gb1bin43_TF_fmn_e_Gb1bin43_C_e,0.0,54.85229240076337
Gb1bin43_TF_fol_e_Gb1bin43_C_e,Gb1bin43_TF_fol_e_Gb1bin43_C_e,-0.0006689999999486516,0.0
Gb1bin43_TF_g6p_e_Gb1bin43_C_e,Gb1bin43_TF_g6p_e_Gb1bin43_C_e,-48.901747272108814,0.0
Gb1bin43_TF_gal_e_Gb1bin43_C_e,Gb1bin43_TF_gal_e_Gb1bin43_C_e,0.0,1000.0
Gb1bin43_TF_galct__D_e_Gb1bin43_C_e,Gb1bin43_TF_galct__D_e_Gb1bin43_C_e,-598.8815617083333,0.0
Gb1bin43_TF_galman6_e_Gb1bin43_C_e,Gb1bin43_TF_galman6_e_Gb1bin43_C_e,-26.923433891385756,0.0
Gb1bin43_TF_galt_e_Gb1bin43_C_e,Gb1bin43_TF_galt_e_Gb1bin43_C_e,-1000.0,0.0
Gb1bin43_TF_gam6p_e_Gb1bin43_C_e,Gb1bin43_TF_gam6p_e_Gb1bin43_C_e,-0.1,161.4506384044943
Gb1bin43_TF_gln__L_e_Gb1bin43_C_e,Gb1bin43_TF_gln__L_e_Gb1bin43_C_e,-749.999771263158,0.0
Gb1bin43_TF_glu__L_e_Gb1bin43_C_e,Gb1bin43_TF_glu__L_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_gly_asn__L_e_Gb1bin43_C_e,Gb1bin43_TF_gly_asn__L_e_Gb1bin43_C_e,-0.241055,0.0
Gb1bin43_TF_gly_asp__L_e_Gb1bin43_C_e,Gb1bin43_TF_gly_asp__L_e_Gb1bin43_C_e,-256.61473801785706,0.0
Gb1bin43_TF_gly_e_Gb1bin43_C_e,Gb1bin43_TF_gly_e_Gb1bin43_C_e,-513.2294760357137,0.0
Gb1bin43_TF_gly_glu__L_e_Gb1bin43_C_e,Gb1bin43_TF_gly_glu__L_e_Gb1bin43_C_e,-359.26063322499994,0.0
Gb1bin43_TF_gly_phe_e_Gb1bin43_C_e,Gb1bin43_TF_gly_phe_e_Gb1bin43_C_e,-0.185265,0.0
Gb1bin43_TF_gly_pro__L_e_Gb1bin43_C_e,Gb1bin43_TF_gly_pro__L_e_Gb1bin43_C_e,-513.2294760357138,0.0
Gb1bin43_TF_glyb_e_Gb1bin43_C_e,Gb1bin43_TF_glyb_e_Gb1bin43_C_e,0.0,410.58358082857114
Gb1bin43_TF_glyclt_e_Gb1bin43_C_e,Gb1bin43_TF_glyclt_e_Gb1bin43_C_e,0.0,1000.0
Gb1bin43_TF_gthrd_e_Gb1bin43_C_e,Gb1bin43_TF_gthrd_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_h2_e_Gb1bin43_C_e,Gb1bin43_TF_h2_e_Gb1bin43_C_e,0.0,1000.0
Gb1bin43_TF_h2o_e_Gb1bin43_C_e,Gb1bin43_TF_h2o_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_h2s_e_Gb1bin43_C_e,Gb1bin43_TF_h2s_e_Gb1bin43_C_e,-63.169667951754356,1000.0
Gb1bin43_TF_h_e_Gb1bin43_C_e,Gb1bin43_TF_h_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_hco3_e_Gb1bin43_C_e,Gb1bin43_TF_hco3_e_Gb1bin43_C_e,-627.8566118333331,0.0
Gb1bin43_TF_hdca_e_Gb1bin43_C_e,Gb1bin43_TF_hdca_e_Gb1bin43_C_e,-256.614738017857,0.0
Gb1bin43_TF_hom__L_e_Gb1bin43_C_e,Gb1bin43_TF_hom__L_e_Gb1bin43_C_e,-1000.0,243.6057096071429
Gb1bin43_TF_hxa_e_Gb1bin43_C_e,Gb1bin43_TF_hxa_e_Gb1bin43_C_e,-256.61473801785723,0.0
Gb1bin43_TF_hxan_e_Gb1bin43_C_e,Gb1bin43_TF_hxan_e_Gb1bin43_C_e,-449.29127653124993,0.0
Gb1bin43_TF_ile__L_e_Gb1bin43_C_e,Gb1bin43_TF_ile__L_e_Gb1bin43_C_e,-199.97266369444444,0.0
Gb1bin43_TF_istfrnA_e_Gb1bin43_C_e,Gb1bin43_TF_istfrnA_e_Gb1bin43_C_e,-34.22982140238095,0.0
Gb1bin43_TF_k_e_Gb1bin43_C_e,Gb1bin43_TF_k_e_Gb1bin43_C_e,-0.195193,0.0
Gb1bin43_TF_leu__L_e_Gb1bin43_C_e,Gb1bin43_TF_leu__L_e_Gb1bin43_C_e,-0.450531,0.0
Gb1bin43_TF_lysglugly_e_Gb1bin43_C_e,Gb1bin43_TF_lysglugly_e_Gb1bin43_C_e,-0.343161,0.0
Gb1bin43_TF_mal__D_e_Gb1bin43_C_e,Gb1bin43_TF_mal__D_e_Gb1bin43_C_e,-449.16117128124984,0.0
Gb1bin43_TF_meoh_e_Gb1bin43_C_e,Gb1bin43_TF_meoh_e_Gb1bin43_C_e,0.0,553.2196403999999
Gb1bin43_TF_met_L_ala__L_e_Gb1bin43_C_e,Gb1bin43_TF_met_L_ala__L_e_Gb1bin43_C_e,-0.153909,0.0
Gb1bin43_TF_met__D_e_Gb1bin43_C_e,Gb1bin43_TF_met__D_e_Gb1bin43_C_e,-0.153909,0.0
Gb1bin43_TF_met__L_e_Gb1bin43_C_e,Gb1bin43_TF_met__L_e_Gb1bin43_C_e,-0.153909,0.0
Gb1bin43_TF_mg2_e_Gb1bin43_C_e,Gb1bin43_TF_mg2_e_Gb1bin43_C_e,-0.008674999999999988,0.0
Gb1bin43_TF_mn2_e_Gb1bin43_C_e,Gb1bin43_TF_mn2_e_Gb1bin43_C_e,-0.000691,0.0
Gb1bin43_TF_nac_e_Gb1bin43_C_e,Gb1bin43_TF_nac_e_Gb1bin43_C_e,0.0,111.1349250858895
Gb1bin43_TF_ncam_e_Gb1bin43_C_e,Gb1bin43_TF_ncam_e_Gb1bin43_C_e,0.0,94.54311548684203
Gb1bin43_TF_nh4_e_Gb1bin43_C_e,Gb1bin43_TF_nh4_e_Gb1bin43_C_e,-972.0036312499997,1000.0
Gb1bin43_TF_nmn_e_Gb1bin43_C_e,Gb1bin43_TF_nmn_e_Gb1bin43_C_e,-153.24969313793105,0.0
Gb1bin43_TF_no2_e_Gb1bin43_C_e,Gb1bin43_TF_no2_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_no3_e_Gb1bin43_C_e,Gb1bin43_TF_no3_e_Gb1bin43_C_e,-1000.0,0.0
Gb1bin43_TF_o2_e_Gb1bin43_C_e,Gb1bin43_TF_o2_e_Gb1bin43_C_e,-1000.0,0.0
Gb1bin43_TF_ocdcea_e_Gb1bin43_C_e,Gb1bin43_TF_ocdcea_e_Gb1bin43_C_e,-293.2739863061228,328.16002624999874
Gb1bin43_TF_octa_e_Gb1bin43_C_e,Gb1bin43_TF_octa_e_Gb1bin43_C_e,-256.614738017857,0.0
Gb1bin43_TF_orn__L_e_Gb1bin43_C_e,Gb1bin43_TF_orn__L_e_Gb1bin43_C_e,-342.2758310238093,1000.0
Gb1bin43_TF_oxa_e_Gb1bin43_C_e,Gb1bin43_TF_oxa_e_Gb1bin43_C_e,-449.0757915312503,0.0
Gb1bin43_TF_pacald_e_Gb1bin43_C_e,Gb1bin43_TF_pacald_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_pea_e_Gb1bin43_C_e,Gb1bin43_TF_pea_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_pheme_e_Gb1bin43_C_e,Gb1bin43_TF_pheme_e_Gb1bin43_C_e,0.0,34.21529840238101
Gb1bin43_TF_pi_e_Gb1bin43_C_e,Gb1bin43_TF_pi_e_Gb1bin43_C_e,-326.6005756590901,46.611685851132265
Gb1bin43_TF_ppa_e_Gb1bin43_C_e,Gb1bin43_TF_ppa_e_Gb1bin43_C_e,-247.92824215517112,0.0
Gb1bin43_TF_ppap_e_Gb1bin43_C_e,Gb1bin43_TF_ppap_e_Gb1bin43_C_e,0.0,326.752584045454
Gb1bin43_TF_pro__D_e_Gb1bin43_C_e,Gb1bin43_TF_pro__D_e_Gb1bin43_C_e,-513.2294760357141,0.0
Gb1bin43_TF_pro__L_e_Gb1bin43_C_e,Gb1bin43_TF_pro__L_e_Gb1bin43_C_e,-1000.0,0.0
Gb1bin43_TF_prohisglu_e_Gb1bin43_C_e,Gb1bin43_TF_prohisglu_e_Gb1bin43_C_e,-0.094738,0.0
Gb1bin43_TF_pta_e_Gb1bin43_C_e,Gb1bin43_TF_pta_e_Gb1bin43_C_e,-171.15611545238093,0.0
Gb1bin43_TF_ptrc_e_Gb1bin43_C_e,Gb1bin43_TF_ptrc_e_Gb1bin43_C_e,-276.35433324999985,0.0
Gb1bin43_TF_pyovd_kt_e_Gb1bin43_C_e,Gb1bin43_TF_pyovd_kt_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_rmn_e_Gb1bin43_C_e,Gb1bin43_TF_rmn_e_Gb1bin43_C_e,0.0,0.0
Gb1bin43_TF_ser__L_e_Gb1bin43_C_e,Gb1bin43_TF_ser__L_e_Gb1bin43_C_e,-399.17848136111,0.0
Gb1bin43_TF_serglugly_e_Gb1bin43_C_e,Gb1bin43_TF_serglugly_e_Gb1bin43_C_e,-299.3838610208334,0.0
Gb1bin43_TF_so3_e_Gb1bin43_C_e,Gb1bin43_TF_so3_e_Gb1bin43_C_e,-513.229476035714,0.0
Gb1bin43_TF_so4_e_Gb1bin43_C_e,Gb1bin43_TF_so4_e_Gb1bin43_C_e,-999.897972,0.0
Gb1bin43_TF_stfrnA_e_Gb1bin43_C_e,Gb1bin43_TF_stfrnA_e_Gb1bin43_C_e,0.0,342.16750702380904
Gb1bin43_TF_succ_e_Gb1bin43_C_e,Gb1bin43_TF_succ_e_Gb1bin43_C_e,0.0,561.033953235294
Gb1bin43_TF_tartr__L_e_Gb1bin43_C_e,Gb1bin43_TF_tartr__L_e_Gb1bin43_C_e,-561.033953235294,0.0
Gb1bin43_TF_tcynt_e_Gb1bin43_C_e,Gb1bin43_TF_tcynt_e_Gb1bin43_C_e,0.0,513.229476035714
Gb1bin43_TF_tet_e_Gb1bin43_C_e,Gb1bin43_TF_tet_e_Gb1bin43_C_e,-256.61473801785706,0.0
Gb1bin43_TF_thm_e_Gb1bin43_C_e,Gb1bin43_TF_thm_e_Gb1bin43_C_e,-0.000223,31.564561975877147
Gb1bin43_TF_thr__L_e_Gb1bin43_C_e,Gb1bin43_TF_thr__L_e_Gb1bin43_C_e,-513.4831630357141,0.0
Gb1bin43_TF_thym_e_Gb1bin43_C_e,Gb1bin43_TF_thym_e_Gb1bin43_C_e,0.0,1000.0
Gb1bin43_TF_tyr__L_e_Gb1bin43_C_e,Gb1bin43_TF_tyr__L_e_Gb1bin43_C_e,-31.702680975877215,0.0
Gb1bin43_TF_uaccg_e_Gb1bin43_C_e,Gb1bin43_TF_uaccg_e_Gb1bin43_C_e,-0.1,0.0
Gb1bin43_TF_udcpp_e_Gb1bin43_C_e,Gb1bin43_TF_udcpp_e_Gb1bin43_C_e,-0.1,0.0
Gb1bin43_TF_ura_e_Gb1bin43_C_e,Gb1bin43_TF_ura_e_Gb1bin43_C_e,-58.79565824236253,0.0
Gb1bin43_TF_urea_e_Gb1bin43_C_e,Gb1bin43_TF_urea_e_Gb1bin43_C_e,-509.1635008048433,922.6058156666662
Gb1bin43_TF_val__L_e_Gb1bin43_C_e,Gb1bin43_TF_val__L_e_Gb1bin43_C_e,-326.6390449318184,0.0
Gb1bin43_TF_xan_e_Gb1bin43_C_e,Gb1bin43_TF_xan_e_Gb1bin43_C_e,-58.795658242362435,0.0
Gb1bin43_TF_xyl__D_e_Gb1bin43_C_e,Gb1bin43_TF_xyl__D_e_Gb1bin43_C_e,0.0,0.0
Gb1bin43_TF_zn2_e_Gb1bin43_C_e,Gb1bin43_TF_zn2_e_Gb1bin43_C_e,-0.000341,0.0
Gb1bin43_TF_ni2_e_Gb1bin43_C_e,Gb1bin43_TF_ni2_e_Gb1bin43_C_e,0.0,0.0
Gb1bin43_TF_na1_e_Gb1bin43_C_e,Gb1bin43_TF_na1_e_Gb1bin43_C_e,0.0,0.0
EX__25dkglcn_e_medium,EX__25dkglcn_e_medium,-1000.0,0.0
EX__3oxoadp_e_medium,EX__3oxoadp_e_medium,-463.5621073870966,0.0
EX__5dglcn_e_medium,EX__5dglcn_e_medium,-974.7782847248997,1000.0
EX__5mcsn_e_medium,EX__5mcsn_e_medium,-1000.0,0.0
EX_R_3hcmrs7e_e_medium,EX_R_3hcmrs7e_e_medium,-293.2739863061225,681.5802285765304
EX_abg4_e_medium,EX_abg4_e_medium,-1000.0,0.0
EX_ad_e_medium,EX_ad_e_medium,-1000.0,0.0
EX_ala__L_e_medium,EX_ala__L_e_medium,-1000.0,0.0
EX_btd_RR_e_medium,EX_btd_RR_e_medium,-1000.0,1000.0
EX_creat_e_medium,EX_creat_e_medium,-999.919577,0.0
EX_d23hb_e_medium,EX_d23hb_e_medium,0.0,1000.0
EX_dca_e_medium,EX_dca_e_medium,-1000.0,0.0
EX_diact_e_medium,EX_diact_e_medium,-1000.0,0.0
EX_fmn_e_medium,EX_fmn_e_medium,0.0,342.57093083636363
EX_g6p_e_medium,EX_g6p_e_medium,-48.90174727210887,0.0
EX_gal_e_medium,EX_gal_e_medium,-1000.0,1000.0
EX_galman6_e_medium,EX_galman6_e_medium,-26.923433891385784,0.0
EX_galt_e_medium,EX_galt_e_medium,-1000.0,0.0
EX_gln__L_e_medium,EX_gln__L_e_medium,-1000.0,0.0
EX_gly_asp__L_e_medium,EX_gly_asp__L_e_medium,-798.9769664375001,0.0
EX_gly_e_medium,EX_gly_e_medium,-1000.0,0.0
EX_gly_phe_e_medium,EX_gly_phe_e_medium,-0.185265,0.0
EX_gly_pro__L_e_medium,EX_gly_pro__L_e_medium,-1000.0,0.0
EX_hco3_e_medium,EX_hco3_e_medium,-1000.0,0.0
EX_hdca_e_medium,EX_hdca_e_medium,-256.61473801785723,0.0
EX_hxa_e_medium,EX_hxa_e_medium,-1000.0,0.0
EX_hxan_e_medium,EX_hxan_e_medium,-1000.0,1000.0
EX_istfrnA_e_medium,EX_istfrnA_e_medium,-34.229821402380935,0.0
EX_lysglugly_e_medium,EX_lysglugly_e_medium,-0.343161,0.0
EX_met_L_ala__L_e_medium,EX_met_L_ala__L_e_medium,-610.4404865000001,0.0
EX_octa_e_medium,EX_octa_e_medium,-503.18247334639557,0.0
EX_orn__L_e_medium,EX_orn__L_e_medium,-342.27583102380936,1000.0
EX_oxa_e_medium,EX_oxa_e_medium,-449.0757915312494,0.0
EX_pro__D_e_medium,EX_pro__D_e_medium,-513.2294760357144,0.0
EX_prohisglu_e_medium,EX_prohisglu_e_medium,-0.094738,0.0
EX_pta_e_medium,EX_pta_e_medium,-502.65364604819246,0.0
EX_serglugly_e_medium,EX_serglugly_e_medium,-403.5234697662333,0.0
EX_so4_e_medium,EX_so4_e_medium,-999.897972,0.0
EX_stfrnA_e_medium,EX_stfrnA_e_medium,0.0,342.16750702380926
EX_tet_e_medium,EX_tet_e_medium,-750.2266991313872,0.0
EX_urea_e_medium,EX_urea_e_medium,-987.8183388823528,999.919577
Gb2bin20_TF_12ppd__R_e_Gb2bin20_C_e,Gb2bin20_TF_12ppd__R_e_Gb2bin20_C_e,0.0,1000.0
Gb2bin20_TF_23dappa_e_Gb2bin20_C_e,Gb2bin20_TF_23dappa_e_Gb2bin20_C_e,-980.7032996666665,0.0
Gb2bin20_TF_3h4atb_e_Gb2bin20_C_e,Gb2bin20_TF_3h4atb_e_Gb2bin20_C_e,0.0,919.661827351852
Gb2bin20_TF_4abut_e_Gb2bin20_C_e,Gb2bin20_TF_4abut_e_Gb2bin20_C_e,-946.3043769583333,0.0
Gb2bin20_TF_4abz_e_Gb2bin20_C_e,Gb2bin20_TF_4abz_e_Gb2bin20_C_e,0.0,1000.0
Gb2bin20_TF_4hba_e_Gb2bin20_C_e,Gb2bin20_TF_4hba_e_Gb2bin20_C_e,0.0,94.72658169105692
Gb2bin20_TF_4hpro_LT_e_Gb2bin20_C_e,Gb2bin20_TF_4hpro_LT_e_Gb2bin20_C_e,-725.8578240593608,0.0
Gb2bin20_TF_5dglcn_e_Gb2bin20_C_e,Gb2bin20_TF_5dglcn_e_Gb2bin20_C_e,-974.7782847248994,0.0
Gb2bin20_TF_5drib_e_Gb2bin20_C_e,Gb2bin20_TF_5drib_e_Gb2bin20_C_e,0.0,267.6186892727273
Gb2bin20_TF_6atha_e_Gb2bin20_C_e,Gb2bin20_TF_6atha_e_Gb2bin20_C_e,-919.6618273518529,0.0
Gb2bin20_TF_LalaDgluMdapDala_e_Gb2bin20_C_e,Gb2bin20_TF_LalaDgluMdapDala_e_Gb2bin20_C_e,-970.7532865833334,114.2003866568628
Gb2bin20_TF_LalaDgluMdap_e_Gb2bin20_C_e,Gb2bin20_TF_LalaDgluMdap_e_Gb2bin20_C_e,-355.6879762155555,970.7032865833332
Gb2bin20_TF_abg4_e_Gb2bin20_C_e,Gb2bin20_TF_abg4_e_Gb2bin20_C_e,-1000.0,0.0
Gb2bin20_TF_ac_e_Gb2bin20_C_e,Gb2bin20_TF_ac_e_Gb2bin20_C_e,0.0,1000.0
Gb2bin20_TF_acald_e_Gb2bin20_C_e,Gb2bin20_TF_acald_e_Gb2bin20_C_e,-886.6424925740743,1000.0
Gb2bin20_TF_acgam_e_Gb2bin20_C_e,Gb2bin20_TF_acgam_e_Gb2bin20_C_e,-258.98574762222233,0.0
Gb2bin20_TF_actn__R_e_Gb2bin20_C_e,Gb2bin20_TF_actn__R_e_Gb2bin20_C_e,-1000.0,0.0
Gb2bin20_TF_ala__L_e_Gb2bin20_C_e,Gb2bin20_TF_ala__L_e_Gb2bin20_C_e,-970.7032865833332,0.0
Gb2bin20_TF_alaala_e_Gb2bin20_C_e,Gb2bin20_TF_alaala_e_Gb2bin20_C_e,-563.6631364206349,0.0
Gb2bin20_TF_amp_e_Gb2bin20_C_e,Gb2bin20_TF_amp_e_Gb2bin20_C_e,-1000.0,0.0
Gb2bin20_TF_anhgm_e_Gb2bin20_C_e,Gb2bin20_TF_anhgm_e_Gb2bin20_C_e,0.0,129.39287381111114
Gb2bin20_TF_arbt6p_e_Gb2bin20_C_e,Gb2bin20_TF_arbt6p_e_Gb2bin20_C_e,0.0,1000.0
Gb2bin20_TF_arbt_e_Gb2bin20_C_e,Gb2bin20_TF_arbt_e_Gb2bin20_C_e,-1000.0,0.0
Gb2bin20_TF_asp__L_e_Gb2bin20_C_e,Gb2bin20_TF_asp__L_e_Gb2bin20_C_e,-562.9993433384776,0.0
Gb2bin20_TF_bz_e_Gb2bin20_C_e,Gb2bin20_TF_bz_e_Gb2bin20_C_e,-0.0001,0.0
Gb2bin20_TF_ca2_e_Gb2bin20_C_e,Gb2bin20_TF_ca2_e_Gb2bin20_C_e,-0.005205,0.0
Gb2bin20_TF_cellb_e_Gb2bin20_C_e,Gb2bin20_TF_cellb_e_Gb2bin20_C_e,0.0,1000.0
Gb2bin20_TF_cgly_e_Gb2bin20_C_e,Gb2bin20_TF_cgly_e_Gb2bin20_C_e,-1000.0,1000.0
Gb2bin20_TF_chol_e_Gb2bin20_C_e,Gb2bin20_TF_chol_e_Gb2bin20_C_e,-463.8325842142275,0.0
Gb2bin20_TF_cinnm_e_Gb2bin20_C_e,Gb2bin20_TF_cinnm_e_Gb2bin20_C_e,0.0,425.6814652358975
Gb2bin20_TF_cit_e_Gb2bin20_C_e,Gb2bin20_TF_cit_e_Gb2bin20_C_e,-644.5006731666667,0.0
Gb2bin20_TF_citr__L_e_Gb2bin20_C_e,Gb2bin20_TF_citr__L_e_Gb2bin20_C_e,-267.78042418181826,0.0
Gb2bin20_TF_cl_e_Gb2bin20_C_e,Gb2bin20_TF_cl_e_Gb2bin20_C_e,-0.005205,0.0
Gb2bin20_TF_cmp_e_Gb2bin20_C_e,Gb2bin20_TF_cmp_e_Gb2bin20_C_e,-259.2903766222222,0.0
Gb2bin20_TF_co2_e_Gb2bin20_C_e,Gb2bin20_TF_co2_e_Gb2bin20_C_e,-220.84202947058816,1000.0
Gb2bin20_TF_co_e_Gb2bin20_C_e,Gb2bin20_TF_co_e_Gb2bin20_C_e,-499.999777,1000.0
Gb2bin20_TF_coa_e_Gb2bin20_C_e,Gb2bin20_TF_coa_e_Gb2bin20_C_e,-0.0005760000000236687,0.0
Gb2bin20_TF_cobalt2_e_Gb2bin20_C_e,Gb2bin20_TF_cobalt2_e_Gb2bin20_C_e,-0.0001,0.0
Gb2bin20_TF_crtn_e_Gb2bin20_C_e,Gb2bin20_TF_crtn_e_Gb2bin20_C_e,-588.4933406666668,0.0
Gb2bin20_TF_csn_e_Gb2bin20_C_e,Gb2bin20_TF_csn_e_Gb2bin20_C_e,-1000.0,0.0
Gb2bin20_TF_cu2_e_Gb2bin20_C_e,Gb2bin20_TF_cu2_e_Gb2bin20_C_e,-0.000709,0.0
Gb2bin20_TF_cys__L_e_Gb2bin20_C_e,Gb2bin20_TF_cys__L_e_Gb2bin20_C_e,0.0,1000.0
Gb2bin20_TF_dca_e_Gb2bin20_C_e,Gb2bin20_TF_dca_e_Gb2bin20_C_e,-317.6880207714885,0.0
Gb2bin20_TF_dhap_e_Gb2bin20_C_e,Gb2bin20_TF_dhap_e_Gb2bin20_C_e,-1000.0,1000.0
Gb2bin20_TF_drib_e_Gb2bin20_C_e,Gb2bin20_TF_drib_e_Gb2bin20_C_e,-971.3542765000001,0.0
Gb2bin20_TF_ecto__L_e_Gb2bin20_C_e,Gb2bin20_TF_ecto__L_e_Gb2bin20_C_e,-609.2965824001919,0.0
Gb2bin20_TF_enter_e_Gb2bin20_C_e,Gb2bin20_TF_enter_e_Gb2bin20_C_e,0.0,88.12056551309074
Gb2bin20_TF_f6p_e_Gb2bin20_C_e,Gb2bin20_TF_f6p_e_Gb2bin20_C_e,-1000.0,1000.0
Gb2bin20_TF_fad_e_Gb2bin20_C_e,Gb2bin20_TF_fad_e_Gb2bin20_C_e,0.0,999.999554
Gb2bin20_TF_fald_e_Gb2bin20_C_e,Gb2bin20_TF_fald_e_Gb2bin20_C_e,0.0,1000.0
Gb2bin20_TF_fe2_e_Gb2bin20_C_e,Gb2bin20_TF_fe2_e_Gb2bin20_C_e,-94.81374749317798,0.0
Gb2bin20_TF_fe3_e_Gb2bin20_C_e,Gb2bin20_TF_fe3_e_Gb2bin20_C_e,-1000.0,1000.0
Gb2bin20_TF_fe3dcit_e_Gb2bin20_C_e,Gb2bin20_TF_fe3dcit_e_Gb2bin20_C_e,-85.56421590376135,0.0
Gb2bin20_TF_fe3pyovd_kt_e_Gb2bin20_C_e,Gb2bin20_TF_fe3pyovd_kt_e_Gb2bin20_C_e,-1000.0,1000.0
Gb2bin20_TF_feenter_e_Gb2bin20_C_e,Gb2bin20_TF_feenter_e_Gb2bin20_C_e,-88.12056551309074,0.0
Gb2bin20_TF_fol_e_Gb2bin20_C_e,Gb2bin20_TF_fol_e_Gb2bin20_C_e,-0.0006690000000000307,0.0
Gb2bin20_TF_fru_e_Gb2bin20_C_e,Gb2bin20_TF_fru_e_Gb2bin20_C_e,-1000.0,0.0
Gb2bin20_TF_gal_e_Gb2bin20_C_e,Gb2bin20_TF_gal_e_Gb2bin20_C_e,0.0,0.0
Gb2bin20_TF_galct__D_e_Gb2bin20_C_e,Gb2bin20_TF_galct__D_e_Gb2bin20_C_e,-674.2216469347222,0.0
Gb2bin20_TF_gam6p_e_Gb2bin20_C_e,Gb2bin20_TF_gam6p_e_Gb2bin20_C_e,-258.9857476222222,1000.0
Gb2bin20_TF_gam_e_Gb2bin20_C_e,Gb2bin20_TF_gam_e_Gb2bin20_C_e,-1000.0,0.0
Gb2bin20_TF_glc__D_e_Gb2bin20_C_e,Gb2bin20_TF_glc__D_e_Gb2bin20_C_e,-1000.0,0.0
Gb2bin20_TF_glcn_e_Gb2bin20_C_e,Gb2bin20_TF_glcn_e_Gb2bin20_C_e,0.0,1000.0
Gb2bin20_TF_glcr_e_Gb2bin20_C_e,Gb2bin20_TF_glcr_e_Gb2bin20_C_e,0.0,1000.0
